-564;66;264;1709224191095;World
-570;71;243;1709231055349;World
-564;66;263;1709224191827;World
-558;63;237;1709215556616;World
-558;62;267;1709213854407;World
-570;71;255;1709231076095;World
-564;67;243;1709229758527;World
-558;62;261;1709214056922;World
-564;67;255;1709229724124;World
-558;63;243;1709215560766;World
-570;71;261;1709231073364;World
-564;67;249;1709229762125;World
-564;67;261;1709229727574;World
-558;63;249;1709215565275;World
-571;70;237;1709230839409;World
-558;63;261;1709215573404;World
-571;70;249;1709230862084;World
-570;72;249;1709231061983;World
-565;66;237;1709224138081;World
-564;68;237;1709229755779;World
-564;67;267;1709229730981;World
-563;70;237;1709230750181;World
-558;63;255;1709215569256;World
-571;70;243;1709230857984;World
-570;72;243;1709231055532;World
-563;70;249;1709230741774;World
-558;64;237;1709215557218;World
-558;63;267;1709215497605;World
-571;70;255;1709230868884;World
-570;72;255;1709231076511;World
-564;68;243;1709229758925;World
-563;70;243;1709230753788;World
-565;66;255;1709224301617;World
-564;68;255;1709229724525;World
-563;70;255;1709230724781;World
-558;64;243;1709215561186;World
-571;70;261;1709230879644;World
-570;72;261;1709231073945;World
-565;66;249;1709224303173;World
-569;74;261;1709231085473;World
-564;68;249;1709229762479;World
-570;73;243;1709231055731;World
-564;68;261;1709229727986;World
-563;70;261;1709230727952;World
-558;64;249;1709215565807;World
-571;70;267;1709230882544;World
-558;64;261;1709215573797;World
-570;73;249;1709231062218;World
-565;66;267;1709224072277;World
-564;69;237;1709229756380;World
-564;68;267;1709229731575;World
-563;70;267;1709230738637;World
-558;64;255;1709215569878;World
-564;69;249;1709229763080;World
-558;65;237;1709215557611;World
-558;64;267;1709215498198;World
-570;73;255;1709231076781;World
-564;69;243;1709229759537;World
-564;69;255;1709229725123;World
-558;65;243;1709215561570;World
-570;73;261;1709231074212;World
-558;65;255;1709215570263;World
-570;74;243;1709231056310;World
-564;69;261;1709229728583;World
-558;65;249;1709215566251;World
-564;70;242;1709229821572;World
-564;70;241;1709229821794;World
-558;65;261;1709215574402;World
-564;70;240;1709229822749;World
-566;66;237;1709224137262;World
-564;70;239;1709229824077;World
-570;74;249;1709231062416;World
-564;70;238;1709229823768;World
-565;68;237;1709230464753;World
-564;70;237;1709229756779;World
-564;69;267;1709229731971;World
-564;70;236;1709230831426;World
-558;66;240;1709224145816;World
-564;70;250;1709229840815;World
-558;66;239;1709224147317;World
-564;70;249;1709229763478;World
-558;66;238;1709224146707;World
-564;70;248;1709229825517;World
-558;66;237;1709215558218;World
-564;70;247;1709229825620;World
-558;65;267;1709215498752;World
-564;70;246;1709229825988;World
-564;70;245;1709229826168;World
-570;74;255;1709231077120;World
-564;70;244;1709229827635;World
-564;70;243;1709229759926;World
-558;66;248;1709224149265;World
-564;70;258;1709229772607;World
-558;66;247;1709224149737;World
-566;66;255;1709224300754;World
-564;70;257;1709229772056;World
-558;66;246;1709224150218;World
-564;70;256;1709229771605;World
-558;66;245;1709224151102;World
-564;70;255;1709229725530;World
-558;66;244;1709224151825;World
-564;70;254;1709229842411;World
-558;66;243;1709215562168;World
-564;70;253;1709229842685;World
-558;66;242;1709224144789;World
-564;70;252;1709229841484;World
-558;66;241;1709224145201;World
-566;66;249;1709224304525;World
-564;70;251;1709229841232;World
-570;74;261;1709231074545;World
-558;66;256;1709224165677;World
-564;70;266;1709229782272;World
-558;66;255;1709215570856;World
-564;70;265;1709229782603;World
-564;70;264;1709229783087;World
-564;70;263;1709229784257;World
-564;70;262;1709229783802;World
-564;70;261;1709229729005;World
-564;70;260;1709229769136;World
-558;66;249;1709215566823;World
-564;70;259;1709229769507;World
-558;66;264;1709224172360;World
-564;71;243;1709231039602;World
-558;66;263;1709224173124;World
-558;66;262;1709224173858;World
-558;66;261;1709215574817;World
-558;66;260;1709224170213;World
-566;66;267;1709224072849;World
-558;66;259;1709224169419;World
-565;69;237;1709230466134;World
-558;66;258;1709224167465;World
-565;68;267;1709230352494;World
-564;70;268;1709230887493;World
-558;66;257;1709224166976;World
-564;70;267;1709229732671;World
-564;71;249;1709231058683;World
-558;66;267;1709215520247;World
-558;66;266;1709224171378;World
-558;66;265;1709224171876;World
-564;71;255;1709231064528;World
-564;71;261;1709231067082;World
-564;72;243;1709231040204;World
-567;66;237;1709224136696;World
-565;70;237;1709229818395;World
-565;69;267;1709230352838;World
-567;66;249;1709224304526;World
-564;72;249;1709231058897;World
-559;66;237;1709224139668;World
-559;66;249;1709224287765;World
-567;66;255;1709224300456;World
-564;72;255;1709231064734;World
-565;70;267;1709229789085;World
-559;66;255;1709224183428;World
-564;72;261;1709231067278;World
-564;73;243;1709231040620;World
-567;66;267;1709224071395;World
-564;73;249;1709231059553;World
-559;66;267;1709224066233;World
-564;73;261;1709231067721;World
-564;73;255;1709231064956;World
-570;62;237;1709213810317;World
-564;74;243;1709231053510;World
-568;66;237;1709224136173;World
-567;68;237;1709230466684;World
-566;70;237;1709229819074;World
-568;66;249;1709224306018;World
-570;62;243;1709214114118;World
-560;66;237;1709224140205;World
-564;74;249;1709231059982;World
-570;62;255;1709214108671;World
-560;66;249;1709224288266;World
-564;74;261;1709231069746;World
-568;66;255;1709224299852;World
-570;62;249;1709214111602;World
-564;74;255;1709231065630;World
-567;68;267;1709230347758;World
-566;70;267;1709229789330;World
-570;62;261;1709214106185;World
-560;66;255;1709224183704;World
-570;63;237;1709215549003;World
-570;62;267;1709213851370;World
-568;66;267;1709224070779;World
-567;69;237;1709230467288;World
-570;63;249;1709215541548;World
-570;63;243;1709215545240;World
-560;66;267;1709224066829;World
-570;63;255;1709215534757;World
-567;70;237;1709229816475;World
-567;69;267;1709230348322;World
-570;63;261;1709227379429;World
-570;64;237;1709215549607;World
-570;63;267;1709215527185;World
-569;66;237;1709224135788;World
-570;64;249;1709215541959;World
-569;66;249;1709224305315;World
-561;66;237;1709224140707;World
-570;64;243;1709215545884;World
-561;66;249;1709224286681;World
-565;74;261;1709231087274;World
-570;64;255;1709215535358;World
-569;66;255;1709224299654;World
-569;66;267;1709224070262;World
-567;70;267;1709229789552;World
-561;66;255;1709224184133;World
-570;64;261;1709215531247;World
-570;65;243;1709215546236;World
-561;66;267;1709224065056;World
-570;65;237;1709215550004;World
-570;64;267;1709215527577;World
-570;65;249;1709215542558;World
-570;65;255;1709215535765;World
-570;65;267;1709215528160;World
-569;68;237;1709230467894;World
-568;70;237;1709229816273;World
-570;65;261;1709215531874;World
